# 0057c177
Energy: Fighting, Water
1 A2 147
1 A2 150
1 A2 152
2 A2a 046
2 A2a 047
2 A2a 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 256614a5
Energy: Fighting, Water
2 A2 121
1 A2 122
2 A2 123
2 A2 147
2 A2 152
1 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
2 P-A 005
2 P-A 007

# 277be445
Energy: Fighting, Water
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 152
1 A2a 047
2 A2a 063
1 A2a 072
1 A2a 074
2 P-A 005
2 P-A 007

# 329f868a
Energy: Fighting
1 A2 122
2 A2 123
1 A2 147
1 A2 150
2 A2 152
1 A2 155
2 A2a 045
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# 3448b890
Energy: Fighting, Water
1 A1 225
2 A2 121
1 A2 122
2 A2 123
1 A2 146
1 A2 150
2 A2 152
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# 35219ce1
Energy: Fighting, Water
2 A1a 056
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 37ff7a21
Energy: Fighting
1 A1a 047
1 A1a 056
2 A2 121
2 A2 123
2 A2 148
1 A2 152
1 A2 155
1 A2a 047
1 A2b 070
2 A3 144
1 A4 151
2 A4a 023
2 P-A 005
1 P-A 007

# 3c779964
Energy: Fighting, Water
1 A1 225
2 A2 104
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2a 047
2 P-A 005
2 P-A 007

# 3d7d9072
Energy: Fighting, Water
1 A1 225
2 A2 121
2 A2 122
2 A2 123
2 A2 141
1 A2 146
2 A2 147
1 A2 150
1 A2 152
1 A2a 047
1 A2b 070
2 P-A 005
2 P-A 007

# 3f72f450
Energy: Fighting, Water
2 A2 078
1 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 A2a 045
1 A2a 047
2 P-A 005
2 P-A 007

# 40986f2c
Energy: Fighting
2 A2 123
2 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 047
2 A3 144
2 A4a 023
2 B2 124
2 P-A 005
2 P-A 007

# 42e96fa6
Energy: Fighting, Water
2 A1 203
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
2 A2 152
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# 45547a13
Energy: Fighting
1 A2 121
1 A2 123
1 A2 146
1 A2 148
1 A2 150
1 A2 155
1 A2a 045
1 A2a 046
2 A2a 047
2 A3 144
2 A3 155
1 A4 077
1 A4a 023
2 P-A 005
2 P-A 007

# 49d7273b
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
1 A2 122
2 A2 123
1 A2 150
1 A2 152
1 A2a 047
2 A3 144
1 B1 225
1 B1a 065
1 B2b 069
2 P-A 005
1 P-A 006
2 P-A 007

# 4a5881a2
Energy: Fighting, Water
1 A1 154
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
1 A2 123
2 A2 146
1 A2 150
1 A2 152
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 4f71d05e
Energy: Fighting, Water
2 A2 121
1 A2 122
2 A2 123
1 A2 147
2 A2 152
1 A2 155
1 A2a 047
2 A3 144
2 A3 155
1 A4 077
2 P-A 005
1 P-A 006
2 P-A 007

# 5018e8cc
Energy: Fighting
2 A2 123
1 A2 147
2 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 506971de
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
2 A2 123
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A3 144
1 B1 225
1 B1a 065
1 B2b 069
2 P-A 005
1 P-A 006
2 P-A 007

# 50f0ae7d
Energy: Fighting, Water
1 A1 154
1 A1 225
1 A1a 047
2 A2 121
2 A2 122
1 A2 123
2 A2 147
1 A2 150
2 A2 152
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# 520b7c53
Energy: Fighting, Water
1 A1 203
1 A1 225
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2a 036
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 60862f6e
Energy: Fighting, Water
2 A1 087
1 A1 088
2 A1 089
2 A2 121
2 A2 123
2 A2 147
1 A2 152
1 A2a 046
1 A2a 047
2 A3 144
2 P-A 005
2 P-A 007

# 629be396
Energy: Fighting, Water
2 A2 121
2 A2 123
2 A2 147
1 A2 150
2 A2 152
2 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
1 P-A 005
2 P-A 007

# 6378d749
Energy: Fighting
1 A2 122
2 A2 123
1 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 66008ae1
Energy: Fighting, Water
1 A1 203
1 A1a 056
1 A1a 068
1 A2 078
2 A2 121
2 A2 122
1 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 152
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 686e369c
Energy: Fighting
1 A2 122
2 A2 123
1 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 047
2 A3 144
2 A4a 023
1 B1 223
1 B1 226
2 P-A 005
2 P-A 007

# 69225eb2
Energy: Fighting, Water
1 A1 196
2 A2 121
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
2 A2a 046
1 A2a 047
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 6d83803e
Energy: Fighting, Water
1 A1 223
1 A1a 046
2 A1a 063
2 A2 121
2 A2 122
1 A2 123
1 A2 146
2 A2 148
1 A2 150
1 A2 152
2 A2a 047
1 P-A 002
1 P-A 005
2 P-A 007

# 71e05a17
Energy: Fighting
1 A1 225
1 A1a 047
2 A2 123
1 A2 150
1 A2 152
1 A2 155
2 A2a 045
1 A2a 047
2 A3 144
2 A4a 023
2 B1 225
2 P-A 005
2 P-A 007

# 73143a51
Energy: Fighting, Water
2 A2 123
1 A2 146
1 A2 147
1 A2 152
2 A2a 045
2 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
1 P-A 001
2 P-A 005
2 P-A 007

# 73f58e2c
Energy: Fighting, Water
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
2 P-A 005
2 P-A 007

# 74f18b03
Energy: Fighting
1 A2 088
2 A2 089
1 A2 121
1 A2 123
2 A2 144
1 A2 147
1 A2 150
1 A2a 045
1 A2a 046
1 A2a 047
1 A2b 069
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 78ff70ab
Energy: Fighting, Water
2 A2 123
2 A2 147
1 A2 150
2 A2 152
2 A2a 045
2 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
1 P-A 005
2 P-A 007

# 7cb24a73
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 A2a 047
1 P-A 002
2 P-A 005
2 P-A 007

# 7da83f99
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2a 047
1 A2a 069
1 A2a 072
1 P-A 001
2 P-A 005
2 P-A 007

# 82281ff0
Energy: Fighting, Water
2 A2 121
2 A2 123
1 A2 146
2 A2 147
1 A2 152
1 A2a 046
1 A2a 047
1 A2a 073
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# 83bb2c1c
Energy: Fighting, Water
2 A1 203
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 84bce0f3
Energy: Fighting, Water
1 A1 081
2 A1 082
2 A1 216
2 A1 220
1 A2 121
2 A2 123
1 A2 146
2 A2 152
1 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
2 P-A 007

# 85079f43
Energy: Fighting, Water
2 A1 203
1 A1 225
2 A2 121
2 A2 122
1 A2 123
2 A2 146
1 A2 147
1 A2 150
1 A2 152
2 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 85ecd0c0
Energy: Psychic, Water
2 A2 078
2 A2 121
1 A2 122
1 A2 123
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2 152
1 A2 155
1 A2a 046
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 87a34dce
Energy: Fighting
2 A2 122
2 A2 123
1 A2 147
2 A2 152
2 A2a 045
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 87feba8e
Energy: Fighting
1 A1a 047
1 A2 121
1 A2 123
1 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2 155
1 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# 884158c2
Energy: Fighting, Water
1 A1 223
1 A1 225
2 A2 121
1 A2 123
1 A2 150
1 A2 152
1 A2 155
1 A2a 046
1 A2a 047
2 A3 016
2 A3 144
1 A3 155
2 A3a 027
1 P-A 005
2 P-A 007

# 8a6c0e24
Energy: Fighting, Water
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 130
1 A2 131
2 A2 146
2 A2 147
1 A2 150
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# 8a934b6c
Energy: Fighting, Water
2 A2 121
2 A2 123
1 A2 146
1 A2 147
1 A2 152
2 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
1 P-A 001
2 P-A 005
2 P-A 007

# 8b304407
Energy: Fighting
2 A2 123
2 A2 146
1 A2 147
2 A2 152
2 A2a 045
1 A2a 047
1 A2b 069
2 A3 144
1 A4 077
2 A4a 023
2 P-A 005
2 P-A 007

# 90618a10
Energy: Fighting
2 A2 123
1 A2 147
1 A2 150
1 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 9198cef7
Energy: Fighting, Water
1 A1 154
2 A2 121
1 A2 122
2 A2 123
2 A2 147
2 A2 152
1 A2a 047
1 A2a 072
1 A2b 071
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 9230e96e
Energy: Fighting, Water
2 A1 198
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# 9443b33f
Energy: Fighting, Water
2 A2 121
2 A2 123
1 A2 146
1 A2 150
2 A2 152
1 A2a 046
1 A2a 047
2 A3 144
1 A4 077
2 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 9458c6e3
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
2 A2 123
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A3 144
2 B1 225
1 B1a 065
1 B2b 069
2 P-A 005
2 P-A 007

# 994d80d3
Energy: Fighting, Water
2 A2 121
1 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
1 A2a 047
1 A2a 073
1 A2b 070
2 A3 144
1 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# 9ace6d4d
Energy: Fighting, Water
2 A1 203
1 A1a 068
2 A2 121
1 A2 122
1 A2 123
2 A2 146
1 A2 148
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# 9b7f0bf7
Energy: Fighting, Water
1 A1 223
1 A1 225
1 A1a 046
1 A1a 063
2 A2 121
1 A2 122
2 A2 123
2 A2 146
1 A2 150
2 A2a 047
2 A3 144
1 P-A 005
1 P-A 006
2 P-A 007

# 9dd79b8a
Energy: Fighting, Water
2 A2 121
2 A2 122
1 A2 123
1 A2 146
1 A2 150
2 A2 155
1 A2a 047
1 A3 016
2 A3 155
1 A3a 027
1 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# a987bd2f
Energy: Fighting, Water
1 A1 196
2 A1 225
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
2 A2 152
1 A2a 047
2 P-A 005
2 P-A 007

# adf23006
Energy: Fighting
2 A2 123
1 A2 146
1 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# ae04e228
Energy: Fighting, Water
2 A1 203
1 A1 225
1 A2 078
2 A2 121
2 A2 122
1 A2 123
2 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 152
1 A2a 047
2 P-A 005
2 P-A 007

# afbffdfc
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
1 A2 123
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A3 144
2 B1 225
2 B1a 065
1 B2b 069
2 P-A 005
2 P-A 007

# b1bdfb8e
Energy: Fighting
1 A1a 047
1 A2 121
1 A2 123
1 A2 147
1 A2 150
1 A2 152
1 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# b219538a
Energy: Fighting, Water
1 A1 225
2 A2 121
2 A2 123
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A3 016
2 A3 144
1 A3 151
1 A3 155
2 A3a 027
1 P-A 005
2 P-A 007

# b2480645
Energy: Fighting, Water
1 A1 203
1 A1 225
2 A2 121
1 A2 122
2 A2 123
2 A2 146
2 A2 147
1 A2 150
1 A2 152
1 A2a 036
1 A2a 046
1 A2a 047
2 P-A 005
2 P-A 007

# b2e288ef
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
1 A2 123
1 A2 150
1 A2 152
1 A2a 046
1 A2a 047
2 A3 144
1 B1 225
1 B1a 065
1 B2 147
1 B2b 069
2 P-A 005
1 P-A 006
2 P-A 007

# b39517a5
Energy: Fighting, Water
1 A1 150
2 A1 224
1 A2 050
2 A2 121
2 A2 123
2 A2 146
1 A2 152
2 A2 154
2 A2a 046
1 A2a 047
2 P-A 005
2 P-A 007

# b670eb6b
Energy: Fighting, Water
1 A1 225
2 A2 121
2 A2 123
1 A2 146
1 A2 147
1 A2 152
1 A2 155
2 A2a 046
1 A2a 047
2 A2a 063
2 A2a 074
2 P-A 005
2 P-A 007

# b6cadaa6
Energy: Fighting, Water
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2a 047
1 A2a 072
1 A2a 073
1 P-A 002
2 P-A 005
2 P-A 007

# b6fdaa97
Energy: Fighting, Water
1 A1 225
2 A2 121
1 A2 122
1 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 152
1 A2 154
1 A2 155
1 A2a 046
1 A2a 047
1 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# b862ef02
Energy: Fighting, Water
1 A1 087
1 A1 089
2 A2 121
2 A2 123
1 A2 150
1 A2 152
1 A2 155
1 A2a 046
1 A2a 047
2 A3 144
1 B1 225
1 B1a 065
1 B2b 069
2 P-A 005
2 P-A 007

# ba0ec396
Energy: Fighting
2 A2 123
2 A2 147
1 A2 152
1 A2 155
2 A2a 045
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 B1 225
2 P-A 005
2 P-A 007

# ba710132
Energy: Fighting, Water
2 A2 121
2 A2 123
2 A2 147
2 A2 152
2 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
2 P-A 005
2 P-A 007

# bd952fe6
Energy: Fighting, Water
2 A2 122
2 A2 123
1 A2 146
1 A2 147
2 A2 152
2 A2a 045
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
2 P-A 005
2 P-A 007

# bf1e0c76
Energy: Fighting
1 A2 088
2 A2 089
2 A2 121
1 A2 122
1 A2 123
2 A2 144
2 A2 152
1 A2a 047
2 A2b 069
2 A3 144
2 P-A 005
2 P-A 007

# bf689973
Energy: Fighting, Water
1 A2 121
2 A2 122
2 A2 123
2 A2 152
2 A2 154
1 A2a 045
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
2 P-A 005
2 P-A 007

# c19809b6
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 123
1 A2 148
2 A2 152
2 A2a 045
2 A2a 046
1 A2a 047
1 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007

# c28ba820
Energy: Fighting
2 A2 123
1 A2 147
1 A2 150
2 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
2 A4a 023
2 B2 124
2 P-A 005
2 P-A 007

# c3f33387
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# c4e57029
Energy: Fighting, Water
2 A2 121
2 A2 123
1 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2 155
1 A2a 047
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# c5b4881b
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# c8200300
Energy: Fighting
1 A2 121
2 A2 123
1 A2 146
1 A2 147
2 A2 152
1 A2a 045
1 A2a 046
1 A2a 047
1 A2b 069
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# c8f30ffb
Energy: Fighting, Water
2 A1 198
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2 155
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# c933c127
Energy: Fighting, Water
1 A1 203
1 A1a 047
1 A2 078
2 A2 121
2 A2 122
1 A2 123
2 A2 146
2 A2 148
1 A2 150
1 A2 152
1 A2 154
1 A2a 047
2 P-A 005
2 P-A 007

# c99b8e43
Energy: Fighting, Water
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
1 A2a 047
2 A2a 063
2 A2a 074
2 P-A 005
2 P-A 007

# c9e4f436
Energy: Fighting, Water
2 A2 121
1 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 152
1 A2a 046
1 A2a 047
2 A2a 063
1 A2a 072
2 A2a 074
1 P-A 001
2 P-A 005
2 P-A 007

# caca970c
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2a 047
2 P-A 005
2 P-A 007

# cb0e4fc5
Energy: Fighting, Water
2 A1 203
1 A1 225
2 A2 121
1 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2a 046
1 A2a 047
2 P-A 005
2 P-A 007

# cce74111
Energy: Fighting, Water
2 A2 078
2 A2 121
2 A2 122
1 A2 123
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2 152
1 A2 155
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# cd75add9
Energy: Fighting
2 A2 123
1 A2 146
1 A2 150
2 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
1 A2b 069
2 A3 144
1 A3 155
2 A4a 023
2 P-A 005
2 P-A 007

# cf69be78
Energy: Fighting, Water
1 A1a 047
2 A2 078
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2 154
1 A2a 047
1 A2a 072
2 P-A 005
2 P-A 007

# d37d5ad0
Energy: Fighting, Water
1 A1 205
1 A1a 047
1 A2 121
1 A2 122
2 A2 123
1 A2 146
1 A2 148
1 A2 150
2 A2 152
1 A2a 045
1 A2a 046
1 A2a 047
1 A2a 069
1 A2a 072
2 P-A 005
2 P-A 007

# d3894613
Energy: Fighting, Water
2 A1 203
1 A1 225
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 148
1 A2 150
2 A2 152
1 A2a 047
2 P-A 005
2 P-A 007

# d44a999d
Energy: Fighting, Water
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 155
1 A2a 047
1 A3 016
1 A3 155
1 A3a 027
2 A4 077
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# d4dfbff1
Energy: Fighting
2 A2 091
2 A2 092
1 A2 121
1 A2 123
1 A2 146
2 A2 150
2 A2 152
1 A2a 045
2 A2a 046
1 A2a 047
1 P-A 002
2 P-A 005
2 P-A 007

# d7d90fd9
Energy: Fighting, Water
2 A1 198
1 A1 225
2 A2 121
2 A2 122
1 A2 123
2 A2 148
1 A2 150
2 A2 152
1 A2a 047
2 A2a 072
2 P-A 005
2 P-A 007

# da8ad544
Energy: Fighting, Water
2 A2 121
2 A2 123
1 A2 146
1 A2 150
1 A2 152
1 A2a 047
2 A2a 063
2 A2a 074
1 A2b 069
2 A3 144
1 A3 149
2 P-A 005
2 P-A 007

# e77bea39
Energy: Fighting, Water
1 A1 225
2 A2 121
2 A2 123
1 A2 148
1 A2 150
1 A2 152
1 A2 155
1 A2a 046
1 A2a 047
1 A2a 073
1 A2b 069
2 A3 144
1 A3 146
1 A3 155
1 P-A 005
2 P-A 007

# f04184c2
Energy: Fighting
2 A2 123
2 A2 146
1 A2 148
2 A2 152
2 A2a 045
1 A2a 046
1 A2a 047
2 A3 144
2 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# f0618798
Energy: Fighting
1 A1a 047
2 A2 121
1 A2 123
1 A2 150
1 A2a 046
2 A2a 047
2 A3 144
2 A4a 023
2 B1 225
1 B3 147
1 B3 154
2 P-A 005
2 P-A 007

# f6f4f581
Energy: Fighting, Water
1 A1a 047
2 A2 078
2 A2 121
2 A2 122
1 A2 123
2 A2 146
2 A2 148
1 A2 150
1 A2 152
1 A2 154
1 A2a 047
2 P-A 005
2 P-A 007

# f94fb356
Energy: Fighting, Water
2 A2 122
2 A2 123
2 A2 146
1 A2 150
2 A2 152
2 A2a 045
1 A2a 047
2 A2a 063
2 A2a 074
2 P-A 005
2 P-A 007

# f95cdfc6
Energy: Fighting
1 A2 123
1 A2 148
1 A2 150
1 A2 152
2 A2a 045
1 A2a 046
2 A2a 047
2 A3 144
2 A3 155
2 A4a 023
1 B1 225
2 P-A 005
2 P-A 007

# fb7b58dd
Energy: Fighting
2 A2 123
1 A2 150
1 A2 152
2 A2a 045
1 A2a 046
2 A2a 047
2 A3 144
1 A3 155
2 A4a 023
1 B1 225
1 B1 226
2 P-A 005
2 P-A 007
