# 05ca9948
Energy: Lightning, Water
1 A3b 052
1 A4 066
1 A4 077
2 A4 157
1 A4 158
1 A4a 023
2 P-A 005
2 P-A 007

# 1eab8c58
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 205
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 200b3834
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A2 155
1 A3 066
2 A3 144
1 A3 155
1 A4 066
1 A4 158
1 A4a 023
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 20a5827b
Energy: Lightning, Water
1 A1 184
2 A1 185
2 A3 144
1 A3 155
2 A3b 051
1 A4 066
1 A4a 023
2 B1 219
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2228d2a5
Energy: Lightning, Water
1 A1 184
2 A1 185
2 A3 144
2 A3 155
2 A3b 051
1 A4 066
1 A4 077
1 A4a 023
2 B1 219
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 2634ee8a
Energy: Lightning, Water
1 A1 128
2 A1 183
2 A1 184
2 A1 185
1 A1 211
1 A1 216
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 288a50ca
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
1 A1a 068
1 A2 146
2 A2 148
2 A2a 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 2966080d
Energy: Lightning, Water
2 A1 185
1 A1 225
1 A2 146
1 A2 147
2 A3 144
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 2ab92b1e
Energy: Lightning, Water
1 A1 185
2 A2b 070
2 A3 155
1 B1 219
2 B1 225
2 B2 145
2 B2 150
1 B2b 051
1 B2b 052
1 B2b 069
1 B3a 071
2 P-A 006
2 P-A 007

# 2bcafc34
Energy: Lightning, Water
2 A1 183
2 A1 185
2 A2 146
2 A2 147
1 A2b 070
1 A4a 059
2 B1 225
2 B2b 052
2 P-A 005
2 P-A 006
2 P-A 007

# 2bd3f182
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 225
1 A1a 056
1 A1a 068
2 A2 146
1 A2 147
2 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007

# 2c5a934c
Energy: Lightning, Water
1 A1 079
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 196
2 A1 220
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2cf07d94
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
2 A3 144
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 071
1 A4 151
1 A4 158
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 2d875261
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 202
1 A1 211
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2eda6317
Energy: Lightning, Water
1 A1 183
2 A1 185
1 A2 146
1 A2 147
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
1 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 32cc76f5
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 202
1 A1 204
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 335f9047
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A1 225
2 A2 148
1 A2 155
1 A2a 072
2 A3 144
1 A3 155
1 A3a 021
1 A4 151
1 A4a 023
2 P-A 005
2 P-A 007

# 337aa635
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A1 203
1 A1 225
1 A1a 056
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
2 A2a 072
2 A3 144
1 A3 155
1 P-A 001
1 P-A 005
2 P-A 007

# 3382526c
Energy: Lightning, Water
1 A1 083
1 A1 103
2 A1 183
2 A1 184
2 A1 185
1 A2 050
1 A2 146
2 A2 147
1 A2 154
1 A2 155
2 P-A 002
2 P-A 005
2 P-A 007

# 3414ac78
Energy: Water
2 A1 185
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 P-A 002
2 P-A 005
2 P-A 007

# 3765be28
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 068
2 A2 146
2 A2 147
2 A2 148
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 3f5680d5
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 155
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 B1 225
1 B1 226
1 P-A 002
2 P-A 005
2 P-A 007

# 409e4202
Energy: Lightning, Water
1 A1 079
1 A1 083
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 411cf928
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 211
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 420a89d0
Energy: Lightning, Water
1 A1 083
1 A1 124
1 A1 128
2 A1 183
1 A1 184
2 A1 185
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 022

# 42716dcc
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A2 155
1 A2b 070
1 A3 144
1 A3 155
1 A3b 052
1 A4 066
1 A4a 023
1 B1 219
1 B1 225
1 B1 226
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4374aaff
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 196
2 A1 218
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 464b915d
Energy: Lightning, Water
1 A1 183
2 A1 185
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
2 A3 144
2 A3 155
1 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 P-A 002
2 P-A 005
2 P-A 007

# 46c6fcee
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 196
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 022

# 470cdd47
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 201
1 A1 203
1 A1 205
1 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 480c8b58
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 203
2 A1 225
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 49af2a63
Energy: Lightning, Water
2 A1 183
2 A1 185
2 A3 144
1 A3 155
1 A3b 052
1 A4 066
1 A4a 023
1 B1 219
1 B1 223
2 B1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 4af50de1
Energy: Lightning, Water
1 A1 183
2 A1 185
1 A1 225
1 A2 147
1 A2 148
1 A3 144
1 A3 155
1 A4 066
1 A4a 023
1 B1 219
1 B1 225
1 B2 145
1 B2 150
1 B2b 051
2 B2b 052
1 P-A 005
2 P-A 007

# 4f512265
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
1 A2 155
2 A3 144
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 071
1 A4 151
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 4ff56262
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 225
1 A1a 056
1 A1a 068
2 A2 146
2 A2 147
1 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 5174e1cc
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 211
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 521aaa82
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A1a 056
1 A2 146
1 A2 150
1 A2 155
1 A2b 069
1 A3 066
2 A3 144
1 A3 151
1 A3 155
1 P-A 002
2 P-A 005
2 P-A 007

# 521bc4ae
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A2 146
1 A2 147
1 A2 155
2 A3 144
2 A3 155
1 A4 066
1 A4 077
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 549e5331
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 196
1 A1 218
1 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 56ef0f24
Energy: Lightning, Water
1 A1 083
1 A1 103
2 A1 183
2 A1 184
2 A1 185
1 A1 225
1 A2 050
1 A2 146
1 A2 147
1 A2 148
1 A2 154
1 A2 155
1 P-A 002
2 P-A 005
2 P-A 007

# 56f08130
Energy: Lightning, Water
2 A1 185
1 A1 225
1 A2 155
1 A2a 072
2 A3 144
1 A3a 064
2 A3b 051
1 A3b 052
1 A4 054
1 A4 066
1 A4 158
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 583e79eb
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2b 069
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4 151
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 58f5c416
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A2 155
2 A3 144
1 A3 151
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 B1 223
1 B1 225
1 B2 145
1 B2 147
2 P-A 005
2 P-A 007

# 5a04ffd3
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 223
1 A1 225
1 A1a 056
1 A1a 068
1 A2 078
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007

# 5b6ff350
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5ec69428
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 211
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 5f0a9049
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 223
1 A1 225
1 A1a 068
2 A2 146
1 A2 147
1 A2 154
2 P-A 001
2 P-A 005
2 P-A 007

# 60d80ed7
Energy: Lightning, Water
2 A1 185
2 A1 225
2 A3a 064
2 A3b 051
2 A3b 052
2 B1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 62dd8866
Energy: Lightning, Water
1 A1 128
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 211
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 634509e4
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 056
1 A1a 068
2 A2 146
1 A2 147
2 A2 148
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 634f0866
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A2 146
1 A2 147
1 A2a 073
2 A3 144
1 A4 066
1 A4 151
2 A4 157
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 66c51bc5
Energy: Lightning, Water
2 A1 184
2 A1 185
1 A2 146
2 A3 144
1 A3 155
1 A4 066
1 A4a 023
2 B1 225
2 B2b 051
1 B3 147
1 B3a 071
2 P-A 005
2 P-A 007

# 67963c83
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
2 A1a 068
2 A2 146
1 A2 147
1 A2 148
1 A2a 072
1 P-A 001
2 P-A 005
2 P-A 007

# 68a2f98e
Energy: Lightning, Water
2 A1 185
2 A2 146
2 A2 147
2 A3 155
2 A3b 051
1 A4 066
2 B1 225
2 B2b 052
2 P-A 005
1 P-A 006
2 P-A 007

# 68e0acb0
Energy: Lightning, Water
2 A1 185
1 A2 146
2 A2 147
1 A2b 070
1 B1 223
2 B1 225
1 B2 145
1 B2a 093
2 B2b 051
2 B2b 052
2 P-A 005
1 P-A 006
2 P-A 007

# 6b3cd729
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 204
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 6cb8bba5
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A2 147
1 A2 155
1 A2b 069
2 A3 144
2 A3 155
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 700d9a0c
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A1 225
1 A1a 030
1 A2 146
2 A2 147
1 A2a 072
1 A2b 072
2 A3 144
2 A3 155
1 A3a 065
2 P-A 005
2 P-A 007

# 7029848a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 202
1 A1 211
2 A1 218
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 706c9abe
Energy: Lightning, Water
1 A1 184
2 A1 185
1 A2 146
1 A2 147
2 A3 144
1 A3 151
1 A3 155
2 A3b 051
1 A4 066
1 A4 077
1 A4a 023
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 730ad21c
Energy: Lightning, Metal
2 A1 183
1 A1 184
2 A1 185
1 A1 225
1 A2 111
2 A2 147
1 A2 150
1 A2b 068
2 A3 144
1 A3 146
2 A3 155
2 P-A 005
2 P-A 007

# 74c0defd
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007

# 7a09c5f3
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 225
1 A1a 056
2 A1a 068
2 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007

# 7e082bd9
Energy: Lightning, Water
1 A1 079
2 A1 183
2 A1 184
2 A1 185
1 A1 211
1 A1 216
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 7edee1b1
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
1 A2b 069
2 A3 144
2 A3 155
2 A3b 051
1 A4 066
1 A4 077
1 A4 151
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 7f0287f0
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A2 146
1 A2 147
1 A2 155
1 A2b 070
2 A3 144
1 A3 155
1 A4 066
1 A4 077
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 837a50b3
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 196
1 A1 203
1 A1 204
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 87cc79dc
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 204
2 A1 223
1 A1 225
2 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 897c553a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 056
2 A1a 068
1 A2 050
1 A2 146
1 A2 147
1 A2 154
2 A2a 072
2 P-A 005
1 P-A 006
2 P-A 007

# 8b208088
Energy: Lightning, Water
1 A1 079
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 8c95f5e9
Energy: Lightning, Water
2 A1 185
1 A1 225
2 A2 147
1 A2b 070
1 A3 066
1 A4 066
1 B1 223
1 B1 225
2 B2 145
2 B2b 051
2 B2b 052
1 B3a 071
1 P-A 002
2 P-A 007

# 8e3678ee
Energy: Lightning, Water
1 A1 128
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 91fc2fe1
Energy: Lightning, Water
1 A1 184
2 A1 185
2 A2 146
1 A2b 069
2 A3 144
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 P-A 002
2 P-A 005
2 P-A 007

# 95cc39aa
Energy: Lightning, Water
2 A1 185
2 A3 144
1 A3 151
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4a 023
2 B1 225
1 B1 226
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 96601cfc
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 196
1 A1a 056
1 A1a 068
2 A2 146
1 A2 147
1 A2 148
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 97a9f364
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A2 050
1 A2 078
2 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 98eff73a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 203
2 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 9b3472cc
Energy: Lightning, Water
1 A1 079
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 220
1 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a1e5d2ac
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A1 225
1 A2 147
1 A2b 070
1 B1 223
1 B1 225
2 B2 145
2 B2b 052
1 B3 004
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a3813bbc
Energy: Lightning, Water
2 A1 185
1 A2 147
1 A2 155
2 A3 144
1 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# a4061a77
Energy: Lightning, Water
2 A1 185
1 A2 147
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# a510c9eb
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# a543fca8
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A2 146
1 A2 147
1 A2 155
2 A3 144
2 A3 155
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# a8d730c6
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
2 A1a 068
1 A2 017
2 A2 146
1 A2 147
1 A2 148
1 A2 154
1 P-A 001
1 P-A 005
2 P-A 007

# aa7dc2c0
Energy: Lightning, Water
2 A1 183
2 A1 185
2 A3 144
1 A3 155
1 A4 066
1 A4 077
1 A4a 023
1 B1 219
2 B1 225
1 B2 145
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ab0ce5a4
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 223
2 A1 225
1 A1a 060
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# ab5ebd30
Energy: Lightning, Water
1 A1 184
2 A1 185
2 A3 144
1 A3a 064
2 A3b 051
1 A4 066
1 A4 077
1 A4 151
1 A4a 023
1 B1 223
1 B1 225
1 B1 226
1 P-A 002
2 P-A 005
2 P-A 007

# ae50f17e
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 225
1 A1a 063
1 A2 078
2 A2 146
2 A2 147
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# aebc77c8
Energy: Lightning, Water
1 A1 112
1 A1 183
1 A1 184
2 A1 185
1 A1 196
1 A1 204
1 A1 216
1 A1a 056
2 A1a 063
2 A1a 068
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# aed9bdf0
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
2 A1a 068
2 A2 146
1 A2 147
2 A2 148
1 P-A 001
2 P-A 005
2 P-A 007

# b27c65b1
Energy: Lightning, Water
1 A1 079
1 A1 091
2 A1 183
2 A1 184
2 A1 185
1 A1 196
1 A1 203
1 A1 220
1 A1 225
2 A1a 068
1 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007
1 P-A 022

# b394ba96
Energy: Lightning, Water
1 A1 083
1 A1 103
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# b52402b3
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A2 146
1 A2 147
1 A2 155
2 A3 144
2 A3 155
1 A4 066
1 A4 077
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# b5ab20da
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
1 A2 155
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# b6278a78
Energy: Lightning, Water
2 A1 185
1 A1 225
1 A2 155
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4a 023
2 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# b77a3623
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# b79a5cb6
Energy: Lightning, Water
1 A1 083
1 A1 091
2 A1 183
2 A1 184
2 A1 185
1 A1 216
1 A1 218
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# bd71eab6
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 225
1 A1a 056
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# bdf01133
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 216
2 A1 217
1 A1 223
2 A1 225
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# be8e69de
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1a 056
1 A1a 068
2 A2 146
2 A2 147
1 A2 148
1 P-A 002
2 P-A 005
2 P-A 007

# c25e06b5
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
2 A2 146
1 A2 147
2 A3 144
1 A3 155
1 A3a 064
1 A4 066
1 A4 158
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# c3c12d82
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
2 A1a 068
1 A2 146
1 A2 147
1 A2 148
2 A2a 072
1 A2a 073
2 P-A 005
2 P-A 007

# c3faae9c
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# c505a54f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A2 146
1 A3 066
2 A3 144
1 A3 155
1 A4 066
2 A4 151
1 A4a 023
1 P-A 002
2 P-A 005
