# 007ad800
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# 39d21b84
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 3aaaa794
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 3b428dce
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
2 A2 152
2 P-A 005
2 P-A 007

# 3b5954b6
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 3ba6ef46
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# 3bbe4c93
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
1 A2 150
1 A2 152
1 A2a 072
1 A2b 069
2 P-A 005
2 P-A 007

# 43000d49
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# 45dc8bf1
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 478294c7
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
2 P-A 002
2 P-A 005
2 P-A 007

# 47aad5ca
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 147
2 A2 148
1 A2 150
1 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# 47c338d7
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
1 A2 152
2 A2a 072
2 P-A 005
2 P-A 007

# 49dbc877
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# 4ac66890
Energy: Fighting, Water
2 A1a 056
2 A1a 068
1 A2 050
2 A2 121
2 A2 122
2 A2 123
2 A2 147
2 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# 4d505dde
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
2 A2 152
1 P-A 001
2 P-A 005
2 P-A 007

# 4df8deeb
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
1 A2 150
2 A2 152
1 P-A 001
2 P-A 005
2 P-A 007

# 4ed8d7f4
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 4fd7799c
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 147
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 510fea1a
Energy: Fighting, Water
1 A1 223
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
2 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# 52efe991
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 A2 154
2 P-A 002
1 P-A 005
2 P-A 007

# 58400c5a
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 005
2 P-A 007

# 59194f6a
Energy: Fighting, Water
1 A1 203
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 5a4712e1
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 148
1 A2 150
1 A2 152
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 5a5ed39e
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A1a 068
1 A2 022
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 5aba2cb4
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 150
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# 5f5b6c6f
Energy: Fighting, Water
2 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 5fe663f2
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
1 A2 150
2 A2 152
1 A2a 072
1 A2b 069
2 P-A 005
2 P-A 007

# 60461cbf
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 147
1 A2 150
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# 615570fd
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 147
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 61675ded
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 61fffed9
Energy: Fighting, Water
1 A1 223
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 644360a7
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 65b88eec
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
1 P-A 001
2 P-A 005
2 P-A 007

# 689624b7
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 147
2 A2 148
1 A2 150
2 A2 152
2 P-A 001
1 P-A 002
1 P-A 005
1 P-A 007

# 70e71d2b
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# 7104a875
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 720d2996
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
2 P-A 005
2 P-A 007

# 737ba53f
Energy: Fighting, Water
1 A1 198
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 75af56f6
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 148
2 A2 152
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 76917c77
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# 78ac0a25
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 7bb81347
Energy: Fighting, Water
2 A1a 056
1 A1a 068
1 A2 022
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 148
1 A2 152
2 A2a 072
2 P-A 005
2 P-A 007

# 7ca5f364
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 7d485ac2
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
2 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 7dc138ab
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A2 022
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 152
2 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007

# 7ed05f13
Energy: Fighting, Water
2 A1 225
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
2 A2 152
2 P-A 005
2 P-A 007

# 83ee3299
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 84733192
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 84e80952
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
2 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 8627fc03
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
1 A2 150
1 A2 152
2 P-A 005
2 P-A 007

# 8b018b31
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# 8e5791db
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 92b80002
Energy: Fighting, Fire, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# 94410e48
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# 9a48aa98
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
1 A2 122
2 A2 123
1 A2 146
2 A2 148
2 A2 152
1 A2 155
1 A2b 069
1 A3 144
2 P-A 005
1 P-A 006
1 P-A 007

# 9cd73491
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
1 A2 154
2 P-A 005
2 P-A 007

# a1f84b29
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 147
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# a63e7bb3
Energy: Fighting, Water
2 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# a6cad2d1
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 147
1 A2 148
2 A2 152
2 A3 144
1 P-A 002
2 P-A 005
2 P-A 007

# a7c6e597
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# a7cd5fbf
Energy: Fighting, Water
1 A1 154
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# a8c4bd49
Energy: Fighting, Water
1 A1 154
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# ab879661
Energy: Fighting, Water
2 A1a 056
2 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
2 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# ac9ff93e
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 147
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# b01ecc34
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
1 A2 148
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# b1c1e038
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# b4f6fba3
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 148
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# b556b24b
Energy: Fighting, Water
2 A1 225
2 A1a 056
1 A2 078
2 A2 121
2 A2 122
2 A2 123
2 A2 148
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# b56bb84a
Energy: Fighting, Water
2 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# bc81a2eb
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# bf0ffb42
Energy: Fighting, Water
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# c59bcd31
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
1 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
1 A2a 046
1 P-A 001
2 P-A 005
2 P-A 007

# ccef95ef
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
1 A2 148
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# ce231777
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 122
2 A2 123
2 A2 146
2 A2 148
1 A2 150
1 A2 152
2 A2a 045
1 A2b 069
2 A2b 070
2 P-A 007

# cf586322
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
1 A2b 069
2 P-A 005
2 P-A 007

# cf8b1ddd
Energy: Fighting, Water
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# cfa5c735
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
2 P-A 001
2 P-A 005
2 P-A 007

# d07eb989
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 150
2 A2 152
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# d38a7f51
Energy: Fighting, Water
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# d3a9fbca
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# d5e6be8a
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 001
2 P-A 005
2 P-A 007

# d871c933
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 148
1 A2 150
2 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# db4b9863
Energy: Fighting, Water
1 A1 154
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# dd9ff2cd
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
1 A2 050
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
2 P-A 005
2 P-A 007

# ddc4aaae
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 001
2 P-A 005
2 P-A 007

# decf67e2
Energy: Fighting, Water
1 A1 198
1 A1 223
1 A1 225
1 A1a 047
2 A1a 056
1 A2 104
2 A2 121
2 A2 122
1 A2 123
1 A2 148
1 A2 150
1 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# df4b6764
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# e148b82b
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
2 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# e3db5271
Energy: Fighting, Water
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 148
1 A2 150
2 A2 152
1 A2 154
2 P-A 005
2 P-A 007

# e52dbd18
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 150
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# e5d7bf08
Energy: Fighting, Water
2 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 141
1 A2 146
2 A2 152
1 A2b 070
1 P-A 001
2 P-A 005
2 P-A 007

# eba2d04d
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005
2 P-A 007

# ed8039de
Energy: Fighting, Water
1 A1a 047
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 A2a 072
2 P-A 005
2 P-A 007

# f4281e43
Energy: Fighting, Water
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 147
2 A2 152
2 P-A 002
2 P-A 005
2 P-A 007

# f4601be8
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
2 A2 152
1 A2b 070
2 P-A 005
2 P-A 007

# f4fbbe7c
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
2 A2 146
2 A2 148
2 A2 152
2 A2b 111
2 P-A 007

# f6e74aa2
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
2 A2 121
2 A2 123
1 A2 146
2 A2 147
