# 0378ab36
Energy: Fire, Water
Energy: Lightning, Water
1 A2 147
1 A2 150
1 A2a 071
1 A2a 072
1 A3 066
2 A3 149
1 A3a 021
1 A3b 057
1 A4 032
2 A4 034
1 A4 149
1 A4 157
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 739584cd
Energy: Fire, Lightning, Water
1 A1 225
2 A1a 056
2 A1a 068
1 A2 146
2 A2 147
1 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 151
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 7517fe3d
Energy: Grass
1 A1 225
1 A1a 003
2 A2 147
1 A2 150
1 A2 155
1 A2a 063
1 A2b 070
2 A3 149
1 A3b 057
1 A4 032
2 A4 034
1 A4 066
1 A4 157
2 P-A 005
2 P-A 007

# 81414a99
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 143
2 A2 147
1 A2 150
1 A2 154
1 A2b 035
1 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 157
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 8630b414
Energy: Grass
1 A1 225
1 A1a 003
1 A1a 068
1 A2 147
1 A2 150
1 A2 155
1 A2a 063
1 A2b 070
1 A3 147
2 A3 149
1 A3b 057
1 A4 032
2 A4 034
1 A4 149
2 P-A 005
2 P-A 007

# 8f77fa1d
Energy: Fire, Lightning, Water
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 155
1 A2b 070
1 A2b 071
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 B1 225
1 B2 154
1 B3 147
2 P-A 005
2 P-A 007

# 9074a4ba
Energy: Darkness, Lightning, Psychic
1 A1 205
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2 154
1 A3a 021
1 A3b 057
2 A4 034
1 A4 149
2 A4 151
1 A4 158
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 065

# 90fa29a7
Energy: Fire, Lightning, Water
1 A1 225
2 A1a 068
2 A2 147
1 A2 150
1 A2a 063
2 A2b 070
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 158
2 P-A 005
2 P-A 007

# 9d9eac6e
Energy: Fire, Lightning, Water
1 A1 223
1 A1a 068
2 A2 147
1 A2 155
2 A2a 072
1 A3 141
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# a01f9311
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2a 063
2 A2b 070
2 A3 149
1 A3 151
1 A3b 057
2 A4 034
1 A4 149
2 P-A 005
2 P-A 007

# a3beed50
Energy: Darkness
1 A1 225
2 A1a 068
1 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2a 063
1 A2b 070
2 A3 149
1 A3b 057
2 A4 034
2 P-A 005
1 P-A 006
2 P-A 007

# a9f3c417
Energy: Lightning
1 A1a 068
1 A2 147
1 A2a 072
1 A2b 071
1 A3 149
1 A3 151
2 A3a 021
1 A3b 057
2 A4 034
1 A4 066
1 A4 149
1 A4 151
2 A4a 023
2 P-A 005
2 P-A 007

# af2a45a2
Energy: Water
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2a 063
2 A2a 072
1 A3 066
1 A3 149
1 A3b 057
2 A3b 067
2 A4 034
2 A4 066
1 P-A 005
1 P-A 006
2 P-A 007

# d3717ec9
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
2 A2 148
1 A2 150
2 A2b 070
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# f4acfdf2
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 143
2 A2 147
1 A2 150
1 A2 154
1 A2b 035
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# f8e164fd
Energy: Fire, Lightning, Water
1 A1 225
1 A1a 068
2 A2 147
1 A2a 070
2 A2b 070
1 A2b 071
2 A3 149
1 A3b 057
2 A4 034
1 A4 149
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
